,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,pbr_rank,회사명,magic,magic_rank,final_rank
424,대유에이텍,500,729,106916,1.48,290627,42.62,9.75,12850,11173,8813,313,15.74,367.72,12850,11173,8813,313.0,15.74,367.72,707.0,대유에이텍,0.8566161619570712,79.0,786.0
425,더존비즈온,500,31750,29673,45.32,176338,66.29,18.78,2627,7270,3640,668,15.75,23.69,2627,7270,3640,668.0,15.75,23.69,708.0,더존비즈온,0.4112440164179966,368.0,1076.0
426,한류타임즈,500,549,59923,4.23,0,-1.2,-184.06,274,718,515,-96,15.76,-26.19,274,718,515,-96.0,15.76,-26.19,711.0,한류타임즈,0.22093594864346436,819.0,1530.0
427,어보브반도체,500,1376,17460,8.04,409167,8.39,15.8,1268,1105,201,139,15.76,79.41,1268,1105,201,139.0,15.76,79.41,711.0,어보브반도체,0.41403631596875584,364.0,1075.0
428,삼양식품,5000,10057,7533,10.88,88782,14.27,23.15,5436,4704,1827,783,15.81,41.88,5436,4704,1827,783.0,15.81,41.88,712.0,삼양식품,0.5463191486062451,214.0,926.0
429,바텍,500,3134,14854,24.35,54152,11.1,14.49,2717,3870,1332,429,15.92,8.93,2717,3870,1332,429.0,15.92,8.93,714.0,바텍,0.5031823669650051,263.0,977.0
430,일진파워,500,729,15079,2.56,53068,5.8,12.7,1828,1483,523,144,15.97,-24.66,1828,1483,523,144.0,15.97,-24.66,715.0,일진파워,0.21605641039924575,839.0,1554.0
431,미래아이앤지,100,536,129484,2.29,4710053,3.29,22.51,75,723,27,1,16.0,109.65,75,723,27,1.0,16.0,109.65,716.0,미래아이앤지,0.029960178925195164,1316.0,2032.0
432,에치에프알,500,4020,11982,1.74,176265,1765.79,1.29,1567,1365,548,22,16.05,-21.91,1567,1365,548,22.0,16.05,-21.91,720.0,에치에프알,0.28982418418735234,604.0,1324.0
433,대원화성,500,685,41249,2.28,152238,17.85,5.56,1331,1305,511,67,16.08,28.75,1331,1305,511,67.0,16.08,28.75,723.0,대원화성,0.3330962594964408,510.0,1233.0
434,펌텍코리아,500,1866,12400,1.88,30427,8.56,18.07,1754,2942,1080,269,16.09,9.47,1754,2942,1080,269.0,16.09,9.47,724.0,펌텍코리아,0.20337563563525038,882.0,1606.0
435,이아이디,200,1311,548343,0.55,10567675,19.92,0.44,1410,2053,673,15,16.22,143.08,1410,2053,673,15.0,16.22,143.08,729.0,이아이디,0.0775762526112247,1225.0,1954.0
436,지니언스,500,472,9445,0.73,22673,12.82,9.43,249,427,89,23,16.23,-2.95,249,427,89,23.0,16.23,-2.95,730.0,지니언스,0.4346091681427568,337.0,1067.0
437,신원종합개발,5000,332,10068,3.72,81856,2.65,16.55,2565,1916,1055,69,16.24,-40.91,2565,1916,1055,69.0,16.24,-40.91,731.0,신원종합개발,0.23296827785780636,771.0,1502.0
438,푸드웰,500,509,10000,2.35,169251,1.67,50.19,1439,1495,666,86,16.28,14.97,1439,1495,666,86.0,16.28,14.97,733.0,푸드웰,0.2704387570546549,655.0,1388.0
439,코웰패션,500,5266,88500,3.81,161421,10.33,22.72,3947,3644,1080,761,16.29,7.15,3947,3644,1080,761.0,16.29,7.15,734.0,코웰패션,0.8206661564872222,90.0,824.0
440,신성통상,500,2493,143708,1.12,56189812,-66.73,2.26,9549,6896,4588,408,16.3,110.57,9549,6896,4588,408.0,16.3,110.57,735.0,신성통상,1.5102190557610868,21.0,756.0
441,나무가,500,1082,6871,1.17,77614,16.54,-0.94,3621,1945,1502,27,16.38,-32.32,3621,1945,1502,27.0,16.38,-32.32,736.0,나무가,0.4592430706054688,307.0,1043.0
442,인터로조,500,2837,11677,7.07,112411,15.2,13.89,926,1811,497,226,16.54,32.07,926,1811,497,226.0,16.54,32.07,738.0,인터로조,0.36694639303698096,439.0,1177.0
443,삼천당제약,500,9097,22106,6.77,233443,106.06,6.82,1866,2902,670,252,16.66,62.65,1866,2902,670,252.0,16.66,62.65,740.0,삼천당제약,0.4957768448835082,272.0,1012.0
444,프로텍,500,2480,11000,7.38,927932,13.7,19.94,1798,2325,249,460,16.74,43.19,1798,2325,249,460.0,16.74,43.19,741.0,프로텍,0.3167873122856053,536.0,1277.0
445,휠라홀딩스,1000,21415,60752,40.47,423038,9.36,23.81,34504,37702,19693,4707,16.78,31.8,34504,37702,19693,4707.0,16.78,31.8,742.0,휠라홀딩스,0.960444860758588,57.0,799.0
446,위닉스,500,3780,17873,3.31,313831,19.97,29.85,3862,2763,1230,514,16.84,149.83,3862,2763,1230,514.0,16.84,149.83,744.0,위닉스,0.8425772333412819,85.0,829.0
447,에스넷,500,1001,16075,1.75,82770,33.86,8.59,3168,1721,937,78,16.98,-12.96,3168,1721,937,78.0,16.98,-12.96,746.0,에스넷,0.5075032544872518,261.0,1007.0
448,디지탈옵틱,500,509,91463,2.73,530629,-5.4,-6.83,753,1056,494,-16,17.08,91.01,753,1056,494,-16.0,17.08,91.01,748.0,디지탈옵틱,0.19679233274529329,896.0,1644.0
449,서흥,500,6282,11569,10.34,77674,18.34,11.15,4607,7089,3799,474,17.09,20.6,4607,7089,3799,474.0,17.09,20.6,749.0,서흥,0.2777188670943161,640.0,1389.0
450,한빛소프트,500,674,24780,2.1,199173,53.33,17.52,435,431,268,-3,17.12,-146.43,435,431,268,-3.0,17.12,-146.43,750.0,한빛소프트,0.71975236747545,128.0,878.0
451,광명전기,500,826,43338,3.32,138591,9.82,8.53,1319,1567,513,80,17.15,180.13,1319,1567,513,80.0,17.15,180.13,751.0,광명전기,0.14066179638691467,1065.0,1816.0
452,해덕파워웨이,100,811,73696,2.55,0,-6.01,-11.32,378,1468,350,-28,17.21,29.52,378,1468,350,-28.0,17.21,29.52,753.0,해덕파워웨이,0.024402711499250267,1323.0,2076.0
453,대한과학,500,432,7454,10.7,105129,35.8,4.55,552,444,116,22,17.23,-15.08,552,444,116,22.0,17.23,-15.08,754.0,대한과학,0.4266327154365437,346.0,1100.0
454,대원미디어,500,747,12579,1.58,36678,-1485.0,1.38,1915,1361,349,37,17.24,-42.87,1915,1361,349,37.0,17.24,-42.87,755.0,대원미디어,0.2907272307790614,600.0,1355.0
455,태웅로직스,100,615,17650,1.09,99496,5.53,30.62,2861,875,462,150,17.27,28.17,2861,875,462,150.0,17.27,28.17,757.0,태웅로직스,0.9220981072970028,64.0,821.0
456,휴네시온,500,490,9608,0.79,82981,53.68,7.8,188,283,44,19,17.29,259.29,188,283,44,19.0,17.29,259.29,758.0,휴네시온,0.3340990390177882,509.0,1267.0
457,인바디,500,2196,13684,21.79,59870,11.0,15.47,1171,1549,151,276,17.49,16.68,1171,1549,151,276.0,17.49,16.68,759.0,인바디,0.6168731177498764,168.0,927.0
458,테라젠이텍스,500,3667,32030,4.61,709735,7.92,40.27,1381,2415,962,37,17.54,194.43,1381,2415,962,37.0,17.54,194.43,760.0,테라젠이텍스,0.25950981824771324,691.0,1451.0
459,CMG제약,500,5771,138892,6.25,1726025,143.28,2.15,586,1922,121,26,17.56,1.4,586,1922,121,26.0,17.56,1.4,762.0,CMG제약,0.1605401135898328,1005.0,1767.0
460,에이테크솔루션,500,737,10000,1.37,58336,40.27,2.08,2282,1890,1181,28,17.64,186.02,2282,1890,1181,28.0,17.64,186.02,764.0,에이테크솔루션,0.31461687283907686,540.0,1304.0
461,아이엠텍,500,93,43544,1.45,0,-1.01,-28.32,138,543,370,-29,17.75,39.25,138,543,370,-29.0,17.75,39.25,766.0,아이엠텍,0.3570773163664147,460.0,1226.0
462,우성사료,500,966,30900,2.61,701808,7.87,7.17,3408,3359,1627,-36,17.8,13.53,3408,3359,1627,-36.0,17.8,13.53,767.0,우성사료,0.3123313799501149,547.0,1314.0
463,LS전선아시아,500,2043,30625,2.26,68200,13.0,12.07,5203,3597,1984,260,17.91,44.47,5203,3597,1984,260.0,17.91,44.47,771.0,LS전선아시아,0.2992594948577111,585.0,1356.0
464,이지케어텍,500,1175,6386,1.34,84137,-118.71,-2.26,647,584,169,-21,18.05,-158.15,647,584,169,-21.0,18.05,-158.15,774.0,이지케어텍,0.2363414091132543,761.0,1535.0
465,부산산업,5000,1288,1056,0.57,48099,36.11,7.2,1410,1360,583,86,18.06,90.24,1410,1360,583,86.0,18.06,90.24,776.0,부산산업,0.3056046048675268,569.0,1345.0
466,한올바이오파마,500,16900,52241,6.62,533206,85.58,14.9,1085,1914,510,171,18.09,212.21,1085,1914,510,171.0,18.09,212.21,779.0,한올바이오파마,0.4470982723565176,323.0,1102.0
467,셀트리온제약,500,50344,35807,8.33,1215609,476.61,3.13,1735,4710,1909,147,18.13,312.83,1735,4710,1909,147.0,18.13,312.83,782.0,셀트리온제약,0.22307071913839066,813.0,1595.0
468,디에이테크놀로지,500,699,58038,0.59,985648,-2.59,-29.14,1088,1222,565,7,18.14,-69.18,1088,1222,565,7.0,18.14,-69.18,783.0,디에이테크놀로지,0.22697804734748875,794.0,1577.0
469,한화에어로스페이스,5000,13341,50630,17.21,1101669,10.49,5.45,52641,87084,58531,1652,18.21,210.71,52641,87084,58531,1652.0,18.21,210.71,784.0,한화에어로스페이스,0.35785255476137445,456.0,1240.0
470,구영테크,500,380,26394,2.0,338336,9.86,4.8,2309,2066,1349,52,18.24,-2.6,2309,2066,1349,52.0,18.24,-2.6,787.0,구영테크,0.3094121787917264,555.0,1342.0
471,STX중공업,2500,655,28366,0.83,73777,-1.85,-22.78,2540,4475,3124,-107,18.24,26.75,2540,4475,3124,-107.0,18.24,26.75,787.0,STX중공업,0.09876780289980028,1169.0,1956.0
472,파인텍,500,721,42924,0.64,1258904,-240.0,0.2,779,1202,576,36,18.27,901.42,779,1202,576,36.0,18.27,901.42,789.0,파인텍,0.2549849299848233,708.0,1497.0
473,알에프텍,500,1819,21996,3.64,3162370,11.45,-1.42,2845,2543,1215,131,18.37,127.81,2845,2543,1215,131.0,18.37,127.81,792.0,알에프텍,0.3035574307982906,575.0,1367.0
474,비츠로셀,500,3554,21539,30.78,128119,15.82,15.34,1334,1640,225,253,18.51,29.0,1334,1640,225,253.0,18.51,29.0,793.0,비츠로셀,0.2537510620917731,713.0,1506.0
475,기산텔레콤,500,436,14577,0.75,319056,7.55,10.87,671,668,321,40,18.8,236.5,671,668,321,40.0,18.8,236.5,797.0,기산텔레콤,0.41469487975924574,363.0,1160.0
476,에스맥,200,3408,261146,1.57,11245592,-130.5,-6.43,1680,3498,1138,107,18.85,-12.23,1680,3498,1138,107.0,18.85,-12.23,798.0,에스맥,0.11718068957157039,1132.0,1930.0
477,유양디앤유,500,714,58494,5.93,0,-1.99,-8.52,1083,2069,914,-51,18.89,72.3,1083,2069,914,-51.0,18.89,72.3,801.0,유양디앤유,0.06272072678857886,1261.0,2062.0
478,아가방컴퍼니,500,1018,32888,5.63,128143,-5.61,-11.05,1342,1878,528,-35,18.94,75.88,1342,1878,528,-35.0,18.94,75.88,802.0,아가방컴퍼니,0.5242815658810355,247.0,1049.0
479,엔피디,500,1079,21535,0.43,364969,4.29,40.34,3087,1708,1226,262,19.02,64.77,3087,1708,1226,262.0,19.02,64.77,803.0,엔피디,1.1288326540555502,37.0,840.0
480,성광벤드,500,2074,28600,15.08,119657,21.77,1.41,2024,5020,628,70,19.1,148.06,2024,5020,628,70.0,19.1,148.06,804.0,성광벤드,0.08311514739606408,1214.0,2018.0
481,이녹스첨단소재,500,4062,9502,11.8,79838,13.68,21.1,3493,3374,1568,465,19.18,21.39,3493,3374,1568,465.0,19.18,21.39,809.0,이녹스첨단소재,0.4793265205477749,291.0,1100.0
482,씨젠,500,28228,26234,11.54,2820171,51.02,19.01,1220,1957,429,224,19.25,111.05,1220,1957,429,224.0,19.25,111.05,810.0,씨젠,0.5319306036449973,233.0,1043.0
483,정다운,100,451,20530,3.73,797889,365.83,1.79,1258,1230,723,32,19.28,-74.74,1258,1230,723,32.0,19.28,-74.74,811.0,정다운,0.36770920655247935,438.0,1249.0
484,켐트로닉스,500,2091,14572,4.37,2380446,14.54,18.5,4035,2941,1947,263,19.6,180.05,4035,2941,1947,263.0,19.6,180.05,814.0,켐트로닉스,0.6927047045576272,140.0,954.0
485,태광,500,2025,26500,15.14,152573,22.47,2.53,1898,4831,457,87,19.61,115.5,1898,4831,457,87.0,19.61,115.5,816.0,태광,0.06396500558859991,1258.0,2074.0
486,CJ제일제당,5000,49528,15054,20.03,40405,9.7,3.16,223525,262806,167992,8969,19.72,7.7,223525,262806,167992,8969.0,19.72,7.7,817.0,CJ제일제당,0.4517415619996608,316.0,1133.0
487,배럴,500,812,7886,0.57,73610,17.55,16.33,599,583,126,85,19.73,26.64,599,583,126,85.0,19.73,26.64,818.0,배럴,0.818446653792433,92.0,910.0
488,SBI핀테크솔루션즈,0,1896,24657,15.95,12620,22.1,30.05,788,3063,2679,141,19.77,45.25,788,3063,2679,141.0,19.77,45.25,819.0,SBI핀테크솔루션즈,1.5011668322876088,22.0,841.0
489,세중,500,478,18122,1.62,126964,19.56,2.73,1532,1248,389,39,19.85,496.43,1532,1248,389,39.0,19.85,496.43,820.0,세중,0.28950255428782323,607.0,1427.0
490,S&K폴리텍,500,702,11704,2.26,178093,5.25,19.0,3380,2467,1579,257,19.86,90.14,3380,2467,1579,257.0,19.86,90.14,821.0,S&K폴리텍,0.7064138334303431,133.0,954.0
491,금호에이치티,500,1546,25759,4.06,274760,-32.26,-0.05,2511,3221,1494,41,19.99,-61.32,2511,3221,1494,41.0,19.99,-61.32,823.0,금호에이치티,0.0844120230531667,1210.0,2033.0
492,일진다이아,1000,5149,14203,2.32,1351585,39.57,8.06,1611,2491,645,132,20.23,-12.91,1611,2491,645,132.0,20.23,-12.91,826.0,일진다이아,0.2550765644109285,707.0,1533.0
493,동방,1000,631,33466,2.86,318388,-8.06,-8.33,6330,6284,5128,209,20.25,47.9,6330,6284,5128,209.0,20.25,47.9,827.0,동방,0.6075787390076464,171.0,998.0
494,진원생명과학,1000,3206,33119,13.09,1173511,-29.42,-28.5,412,512,271,-82,20.26,27.09,412,512,271,-82.0,20.26,27.09,828.0,진원생명과학,0.5357132807975388,227.0,1055.0
495,코렌텍,500,781,10587,1.92,28703,24.2,9.28,402,628,328,33,20.31,162.97,402,628,328,33.0,20.31,162.97,829.0,코렌텍,0.8353900184134836,86.0,915.0
496,동국제약,2500,10893,8892,29.06,47025,18.36,16.66,4823,5444,1590,686,20.33,24.44,4823,5444,1590,686.0,20.33,24.44,830.0,동국제약,0.7545928504519631,114.0,944.0
497,혜인,500,643,12713,1.23,827062,115.0,4.55,2609,2183,1228,118,20.36,91.29,2609,2183,1228,118.0,20.36,91.29,831.0,혜인,0.41864503537406783,359.0,1190.0
498,바이넥스,500,4269,31741,7.43,1774768,48.91,5.49,1253,2028,414,113,20.39,63.91,1253,2028,414,113.0,20.39,63.91,832.0,바이넥스,0.35176736728182034,476.0,1308.0
499,GRT,0,940,67375,68.88,111755,1.59,15.94,3680,5798,727,774,20.49,20.91,3680,5798,727,774.0,20.49,20.91,836.0,GRT,0.1931900971415833,905.0,1741.0
500,미투온,500,1994,31258,4.68,1913467,18.39,15.94,1191,1751,764,405,20.58,37.2,1191,1751,764,405.0,20.58,37.2,838.0,미투온,0.842895958972488,84.0,922.0
501,한국카본,500,3517,43961,11.88,794128,13.22,5.74,2734,3976,849,253,20.6,309.59,2734,3976,849,253.0,20.6,309.59,839.0,한국카본,0.1561557967139602,1017.0,1856.0
502,서진시스템,500,4561,18101,7.17,184698,11.95,20.25,3924,5630,2961,544,20.88,47.54,3924,5630,2961,544.0,20.88,47.54,844.0,서진시스템,0.3449685040779172,485.0,1329.0
503,유니트론텍,500,796,11852,0.95,159822,13.15,7.26,2836,1146,689,102,20.88,63.27,2836,1146,689,102.0,20.88,63.27,844.0,유니트론텍,0.5459448403992283,217.0,1061.0
504,휴메딕스,500,2523,9971,3.75,337063,27.96,9.55,786,1384,170,133,21.27,24.16,786,1384,170,133.0,21.27,24.16,845.0,휴메딕스,0.27055298675523376,653.0,1498.0
505,지어소프트,500,1698,14575,3.08,207928,-237.76,-19.38,1596,431,336,-1,21.29,-111.05,1596,431,336,-1.0,21.29,-111.05,847.0,지어소프트,4.128516755522352,2.0,849.0
506,코아시아,500,2274,26255,1.05,214676,47.07,5.82,4389,3263,1840,205,21.34,365.67,4389,3263,1840,205.0,21.34,365.67,849.0,코아시아,0.41967589627931223,356.0,1205.0
507,티비씨,500,780,100000,0.0,234659,14.72,5.13,493,1217,111,52,21.36,104.07,493,1217,111,52.0,21.36,104.07,850.0,티비씨,0.11841949317137372,1126.0,1976.0
508,고려산업,1000,953,24939,1.84,4813443,17.69,4.75,1925,2065,1107,58,21.48,0.05,1925,2065,1107,58.0,21.48,0.05,852.0,고려산업,0.3372428947799667,501.0,1353.0
509,롯데지주,200,38869,104909,11.46,1161493,-7.26,-5.21,88562,156058,78132,1749,21.8,77.67,88562,156058,78132,1749.0,21.8,77.67,856.0,롯데지주,0.3326833200389001,511.0,1367.0
510,아미코젠,500,5695,19207,8.15,181718,-16.71,0.07,1152,2414,830,-22,21.86,-198.1,1152,2414,830,-22.0,21.86,-198.1,857.0,아미코젠,0.3061433606642934,567.0,1424.0
511,천랩,500,1794,3871,0.13,571343,-35.22,-20.88,48,337,29,-45,21.9,-32.66,48,337,29,-45.0,21.9,-32.66,858.0,천랩,0.08663643997242067,1200.0,2058.0
512,코데즈컴바인,500,1056,37843,0.27,9191557,15.85,17.88,358,716,292,45,22.06,-6.08,358,716,292,45.0,22.06,-6.08,860.0,코데즈컴바인,0.5126431592770786,256.0,1116.0
513,삼호개발,500,1059,25000,8.5,139994,5.07,11.65,3646,2988,1080,236,22.07,-3.46,3646,2988,1080,236.0,22.07,-3.46,861.0,삼호개발,0.1963600194565635,897.0,1758.0
514,에이블씨엔씨,500,2365,27033,10.04,53776,-12.38,-3.94,4222,4333,1769,18,22.19,109.67,4222,4333,1769,18.0,22.19,109.67,863.0,에이블씨엔씨,0.9882290735845806,53.0,916.0
515,푸드나무,500,1739,6806,5.17,105094,44.43,9.03,648,568,61,55,22.32,-16.43,648,568,61,55.0,22.32,-16.43,864.0,푸드나무,0.4715171359801764,295.0,1159.0
516,메가스터디교육,100,4149,11822,35.05,54609,10.09,20.45,4373,4328,1823,596,22.56,23.7,4373,4328,1823,596.0,22.56,23.7,866.0,메가스터디교육,0.9981045193658897,52.0,918.0
517,서원인텍,500,1207,18600,8.0,198981,7.71,7.97,3029,2014,405,169,22.65,231.06,3029,2014,405,169.0,22.65,231.06,867.0,서원인텍,0.19269509467745038,907.0,1774.0
518,KH바텍,500,5661,23637,8.44,822097,-584.15,-6.36,2036,2834,989,70,22.75,202.62,2036,2834,989,70.0,22.75,202.62,868.0,KH바텍,0.1535305691737253,1026.0,1894.0
519,필룩스,500,4088,90043,8.65,1362849,-8.61,-5.29,1351,4168,1444,29,22.82,180.41,1351,4168,1444,29.0,22.82,180.41,870.0,필룩스,0.16755911397130252,988.0,1858.0
520,제이에스코퍼레이션,100,1006,13336,1.65,54879,14.76,5.26,2531,2016,447,111,23.07,147.9,2531,2016,447,111.0,23.07,147.9,872.0,제이에스코퍼레이션,0.307120584644355,564.0,1436.0
521,비상교육,500,932,12997,8.11,22420,-102.43,5.36,1994,2862,718,219,23.14,112.33,1994,2862,718,219.0,23.14,112.33,874.0,비상교육,0.4822288117072385,288.0,1162.0
522,신라에스지,500,372,4000,0.93,803181,45.19,4.79,894,480,322,21,23.3,144.82,894,480,322,21.0,23.3,144.82,875.0,신라에스지,0.39220280449059525,401.0,1276.0
523,동양이엔피,500,967,7860,10.78,43530,3.17,11.69,4827,2848,685,293,23.41,611.77,4827,2848,685,293.0,23.41,611.77,877.0,동양이엔피,0.3182547641389015,530.0,1407.0
524,스튜디오드래곤,500,23264,28096,8.6,306144,90.29,6.37,4687,5816,1533,287,23.46,-28.05,4687,5816,1533,287.0,23.46,-28.05,878.0,스튜디오드래곤,0.11181189139106885,1149.0,2027.0
525,아비코전자,500,532,13293,15.83,37376,-7.78,-4.76,1233,1211,186,-23,23.51,-135.4,1233,1211,186,-23.0,23.51,-135.4,879.0,아비코전자,0.06870117093250638,1246.0,2125.0
526,롯데제과,500,7379,6417,17.04,3728,24.89,3.19,20930,27162,14154,973,23.52,51.19,20930,27162,14154,973.0,23.52,51.19,880.0,롯데제과,0.5396420148109351,223.0,1103.0
527,유니테크노,500,1183,11928,0.74,1399,20.58,8.7,821,1152,488,60,23.63,-2.0,821,1152,488,60.0,23.63,-2.0,883.0,유니테크노,0.18239002595866724,939.0,1822.0
528,라온시큐어,500,1218,31810,1.37,978348,109.43,10.15,304,511,283,21,23.7,-47.28,304,511,283,21.0,23.7,-47.28,885.0,라온시큐어,0.7942533595180261,101.0,986.0
529,디티앤씨,500,659,10952,1.02,26645,-11.34,-4.49,738,1798,946,4,23.84,-91.11,738,1798,946,4.0,23.84,-91.11,887.0,디티앤씨,0.2742751574640457,645.0,1532.0
530,오리엔트바이오,500,671,101799,4.14,387477,-6.16,-18.64,377,721,201,-112,24.12,-11.12,377,721,201,-112.0,24.12,-11.12,888.0,오리엔트바이오,0.04806019001171331,1288.0,2176.0
531,크린앤사이언스,500,2028,6500,2.68,292561,23.01,20.57,1183,1159,737,109,24.23,34.07,1183,1159,737,109.0,24.23,34.07,890.0,크린앤사이언스,0.5609240451956278,201.0,1091.0
532,골프존,500,4493,6275,6.6,30769,26.59,8.21,2470,3126,1125,323,24.31,14.69,2470,3126,1125,323.0,24.31,14.69,892.0,골프존,0.7656285210147192,110.0,1002.0
533,파크시스템스,500,3514,6668,5.67,29656,35.27,21.14,520,605,161,80,24.31,41.35,520,605,161,80.0,24.31,41.35,892.0,파크시스템스,0.7708897380193133,107.0,999.0
534,국보,500,755,37262,0.23,736651,-2.68,-36.39,891,1327,889,-10,24.51,81.71,891,1327,889,-10.0,24.51,81.71,896.0,국보,0.4051076011873567,377.0,1273.0
535,JYP Ent.,500,7046,35495,15.25,600620,19.46,21.91,1554,2078,455,435,24.53,51.17,1554,2078,455,435.0,24.53,51.17,897.0,JYP Ent.,0.4685979286543271,298.0,1195.0
536,에이프로젠 H&G,500,1594,178695,0.98,894088,59.47,-3.16,219,2184,82,-8,24.58,-193.44,219,2184,82,-8.0,24.58,-193.44,898.0,에이프로젠 H&G,0.031125110073200353,1314.0,2212.0
537,현대미포조선,5000,13460,39942,12.15,158625,18.04,2.31,29941,33806,10267,926,24.6,30.64,29941,33806,10267,926.0,24.6,30.64,899.0,현대미포조선,0.08112442965156191,1217.0,2116.0
538,다산네트웍스,500,2409,32078,1.57,370935,-18.18,1.11,4466,4535,2212,-2,25.17,-101.59,4466,4535,2212,-2.0,25.17,-101.59,902.0,다산네트웍스,0.6443336662148712,156.0,1058.0
539,피엔티,500,2606,21715,2.06,726088,272.73,-2.6,3214,5003,4286,15,25.21,-60.64,3214,5003,4286,15.0,25.21,-60.64,903.0,피엔티,0.4298770222339337,343.0,1246.0
540,루트로닉,500,1729,25612,8.27,158933,-39.02,-9.19,1157,2082,893,-85,25.55,31.45,1157,2082,893,-85.0,25.55,31.45,907.0,루트로닉,0.491907252837913,279.0,1186.0
541,네오팜,500,2766,8207,12.6,93573,13.68,23.33,832,1227,170,230,25.6,19.83,832,1227,170,230.0,25.6,19.83,909.0,네오팜,0.568670100972395,197.0,1106.0
542,하이스틸,5000,360,2000,1.94,92828,38.46,0.03,2143,2343,1067,11,25.63,121.3,2143,2343,1067,11.0,25.63,121.3,910.0,하이스틸,0.09432157839508748,1184.0,2094.0
543,캠시스,500,1774,67838,1.23,997842,26.96,2.1,6848,4326,3004,160,25.77,-0.02,6848,4326,3004,160.0,25.77,-0.02,911.0,캠시스,0.44311690324976544,329.0,1240.0
544,씨아이테크,500,249,24071,0.49,58901,-3.79,-15.96,407,561,248,-31,26.13,-58.47,407,561,248,-31.0,26.13,-58.47,914.0,씨아이테크,0.41323492659407973,366.0,1280.0
545,대창솔루션,100,591,161789,0.28,4674192,-9.36,-8.25,652,1565,904,10,26.18,112.2,652,1565,904,10.0,26.18,112.2,915.0,대창솔루션,0.11711575995798443,1134.0,2049.0
546,유니퀘스트,500,2833,27241,48.59,3292132,16.69,12.68,3353,3497,1353,69,26.24,-4.41,3353,3497,1353,69.0,26.24,-4.41,917.0,유니퀘스트,0.15294487083924077,1028.0,1945.0
547,케어젠,500,7864,10743,6.12,54861,26.41,13.31,647,2318,150,354,26.34,79.17,647,2318,150,354.0,26.34,79.17,918.0,케어젠,0.24758446733033665,725.0,1643.0
548,아남전자,500,1330,77125,1.31,447586,-78.41,0.78,2433,1465,888,31,26.5,126.12,2433,1465,888,31.0,26.5,126.12,919.0,아남전자,0.42238781442020173,352.0,1271.0
549,THE MIDONG,500,268,13792,5.26,44279,-10.66,-10.74,249,351,67,-36,26.94,-7.2,249,351,67,-36.0,26.94,-7.2,920.0,THE MIDONG,0.04464952002878311,1295.0,2215.0
550,대동공업,1000,1405,23728,3.35,260727,27.79,1.46,8329,8170,5962,245,27.21,369.77,8329,8170,5962,245.0,27.21,369.77,922.0,대동공업,0.8821122243733764,73.0,995.0
551,인탑스,500,1995,17200,30.98,203361,5.8,8.5,9105,6922,1713,707,27.24,106.69,9105,6922,1713,707.0,27.24,106.69,923.0,인탑스,0.2657038070961196,673.0,1596.0
552,삼부토건,1000,915,137546,0.84,590456,9.78,3.66,2263,4207,2201,50,27.54,152.91,2263,4207,2201,50.0,27.54,152.91,925.0,삼부토건,0.08639072789401785,1203.0,2128.0
553,일신바이오,100,1039,44216,1.2,1441891,18.65,12.26,196,456,61,52,27.65,71.72,196,456,61,52.0,27.65,71.72,927.0,일신바이오,0.2754007697395707,643.0,1570.0
554,세종텔레콤,500,1711,600326,2.82,2354298,-5.94,0.79,2696,4483,1115,-98,27.66,-9818.19,2696,4483,1115,-98.0,27.66,-9818.19,928.0,세종텔레콤,0.4909655433553837,280.0,1208.0
555,에코마이스터,500,307,13692,1.09,695079,-15.34,-59.81,187,756,625,-18,27.68,78.56,187,756,625,-18.0,27.68,78.56,929.0,에코마이스터,0.42838372683790815,345.0,1274.0
556,자연과환경,500,765,53149,1.54,944306,-22.15,-3.23,317,720,268,8,27.72,45.67,317,720,268,8.0,27.72,45.67,931.0,자연과환경,0.1323302596671841,1091.0,2022.0
557,삼일제약,1000,1326,6500,3.25,71487,92.73,1.33,1211,1839,1216,48,28.02,184.14,1211,1839,1216,48.0,28.02,184.14,933.0,삼일제약,0.7503190668319172,117.0,1050.0
558,녹십자셀,500,5305,12111,6.35,362474,-187.18,14.52,379,1537,686,57,28.02,50.81,379,1537,686,57.0,28.02,50.81,933.0,녹십자셀,0.25592265892976196,704.0,1637.0
559,엔에스,500,688,9800,2.9,123657,14.84,14.5,651,1074,752,56,28.45,85.64,651,1074,752,56.0,28.45,85.64,938.0,엔에스,0.30882989617673157,558.0,1496.0
560,인스코비,500,2130,98630,4.61,1621389,-7.94,-88.74,753,507,250,47,28.48,-11.16,753,507,250,47.0,28.48,-11.16,939.0,인스코비,1.3528128913182111,26.0,965.0
561,SFA반도체,500,8182,164460,5.51,1439267,30.9,7.34,5889,6612,3454,391,28.63,15.99,5889,6612,3454,391.0,28.63,15.99,940.0,SFA반도체,0.1682500447663373,982.0,1922.0
562,동부건설,5000,2144,21877,3.44,66861,2.92,15.3,11554,8919,4713,555,28.64,74.32,11554,8919,4713,555.0,28.64,74.32,941.0,동부건설,0.2558296226433933,705.0,1646.0
563,나무기술,100,970,29138,1.97,1413866,46.9,23.65,847,566,386,41,28.89,200.62,847,566,386,41.0,28.89,200.62,942.0,나무기술,0.7986099849399673,99.0,1041.0
