,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,pbr_rank,회사명,magic,magic_rank,final_rank
702,효성첨단소재,5000,5242,4480,7.31,190259,-6.02,-19.74,30536,25311,21257,1583,72.77,146.83,30536,25311,21257,1583.0,72.77,146.83,1168.0,효성첨단소재,0.8805906380487226,74.0,1242.0
703,효성중공업,5000,2243,9325,4.91,335568,-4.5,1.45,37814,40008,30103,1303,73.42,160.53,37814,40008,30103,1303.0,73.42,160.53,1169.0,효성중공업,0.396399341479329,394.0,1563.0
704,모베이스,500,846,23958,5.32,3939013,2.04,18.69,6525,9915,6478,320,73.86,38.6,6525,9915,6478,320.0,73.86,38.6,1171.0,모베이스,0.2327126925480391,772.0,1943.0
705,아이티엠반도체,500,15656,22856,6.12,267300,30.9,22.69,3977,4305,1642,535,74.25,153.79,3977,4305,1642,535.0,74.25,153.79,1172.0,아이티엠반도체,0.36910385352309927,434.0,1606.0
706,메디포럼제약,500,784,14043,2.04,287201,59.36,2.71,361,458,279,14,75.75,124.73,361,458,279,14.0,75.75,124.73,1174.0,메디포럼제약,1.0077627855360332,47.0,1221.0
707,앤디포스,200,1770,51447,2.81,280284,-12.33,-0.64,841,1899,723,87,76.15,9.59,841,1899,723,87.0,76.15,9.59,1175.0,앤디포스,0.18343643392385106,934.0,2109.0
708,에코마케팅,100,6002,16199,4.94,223855,19.02,32.65,1114,1396,302,378,79.31,124.37,1114,1396,302,378.0,79.31,124.37,1179.0,에코마케팅,1.0174805931302857,45.0,1224.0
709,셀루메드,500,1776,29701,2.51,0,-3.65,-236.04,179,650,493,-80,80.74,26.3,179,650,493,-80.0,80.74,26.3,1181.0,셀루메드,0.12826389710782818,1100.0,2281.0
710,라파스,500,2894,8389,0.0,404952,322.43,0.37,182,629,150,-4,80.75,88.64,182,629,150,-4.0,80.75,88.64,1182.0,라파스,0.172122410550105,971.0,2153.0
711,엠씨넥스,500,5520,17863,15.99,285000,6.06,47.71,12677,4766,2520,1131,81.89,175.02,12677,4766,2520,1131.0,81.89,175.02,1184.0,엠씨넥스,0.8199056276306699,91.0,1275.0
712,아이큐어,500,2440,6446,1.13,310599,-26.56,-9.6,609,2158,1157,-63,82.84,28.26,609,2158,1157,-63.0,82.84,28.26,1185.0,아이큐어,0.1819629445126769,942.0,2127.0
713,메타랩스,500,711,56399,0.0,179755,-2.75,-40.07,869,983,397,-20,83.42,76.96,869,983,397,-20.0,83.42,76.96,1186.0,메타랩스,0.4963688090035494,271.0,1457.0
714,코이즈,500,184,15412,3.83,129306,17.32,-0.21,355,411,219,-19,85.22,74.86,355,411,219,-19.0,85.22,74.86,1189.0,코이즈,0.2040035098474487,878.0,2067.0
715,수산중공업,500,891,53985,1.57,431527,55.0,0.15,1578,1832,828,72,86.48,1609.73,1578,1832,828,72.0,86.48,1609.73,1190.0,수산중공업,0.3158539793347877,538.0,1728.0
716,텔레필드,500,371,9176,2.69,111644,6.56,19.28,565,582,310,57,87.06,152.34,565,582,310,57.0,87.06,152.34,1191.0,텔레필드,0.6704981454877396,144.0,1335.0
717,청호컴넷,5000,268,8576,8.88,86290,-0.18,-124.59,674,508,439,-80,87.13,-31.73,674,508,439,-80.0,87.13,-31.73,1192.0,청호컴넷,0.6987852587015576,137.0,1329.0
718,누리플랜,500,256,5678,2.82,21193,-7.24,-15.42,913,1175,902,-23,91.51,2.16,913,1175,902,-23.0,91.51,2.16,1195.0,누리플랜,0.6042434372735873,174.0,1369.0
719,에스트래픽,500,666,11921,1.29,921914,-6.62,-26.33,797,1211,897,-25,95.86,71.22,797,1211,897,-25.0,95.86,71.22,1196.0,에스트래픽,0.35950486353329675,452.0,1648.0
720,에이디테크놀로지,500,2493,9269,1.72,237426,32.73,15.31,2258,1102,544,122,104.79,0.49,2258,1102,544,122.0,104.79,0.49,1199.0,에이디테크놀로지,0.32097667272293434,528.0,1727.0
721,코위버,500,911,9797,1.36,89822,4.52,18.91,1131,1649,462,117,105.34,1490.08,1131,1649,462,117.0,105.34,1490.08,1200.0,코위버,0.2586921617658294,694.0,1894.0
722,우리로,500,460,27520,1.55,227528,-3.91,-26.37,1154,782,504,-20,106.55,-174.2,1154,782,504,-20.0,106.55,-174.2,1202.0,우리로,0.29629926996491857,589.0,1791.0
723,스타모빌리티,500,61,12072,4.42,0,-0.23,-34.08,101,744,451,-49,107.25,8.43,101,744,451,-49.0,107.25,8.43,1203.0,스타모빌리티,0.18702338777597832,926.0,2129.0
724,서호전기,500,1012,5150,2.35,6826,6.49,22.33,649,931,182,122,108.02,87.23,649,931,182,122.0,108.02,87.23,1204.0,서호전기,0.31240928609957624,546.0,1750.0
725,데일리블록체인,500,323,52853,1.4,755440,-2.2,-48.27,807,1823,1119,-15,110.9,-46.86,807,1823,1119,-15.0,110.9,-46.86,1205.0,데일리블록체인,0.7234519846404991,126.0,1331.0
726,알테오젠,500,46942,13996,10.39,1332982,929.09,-1.03,292,860,158,-23,113.3,70.6,292,860,158,-23.0,113.3,70.6,1206.0,알테오젠,0.15811157037357884,1010.0,2216.0
727,비츠로테크,500,1460,22354,0.63,155619,8.44,11.37,3130,3675,1205,374,115.95,82.54,3130,3675,1205,374.0,115.95,82.54,1207.0,비츠로테크,0.2699484372903984,661.0,1868.0
728,코드네이처,500,481,30152,0.57,328290,-16.79,-20.98,425,431,221,15,116.33,176.62,425,431,221,15.0,116.33,176.62,1208.0,코드네이처,0.32522388925222556,520.0,1728.0
729,현대홈쇼핑,5000,7932,12000,24.36,20574,9.64,5.03,22070,24996,7678,1297,116.85,15.44,22070,24996,7678,1297.0,116.85,15.44,1209.0,현대홈쇼핑,0.5550277618878463,207.0,1416.0
730,네오펙트,500,537,12006,1.16,78844,-2.99,-77.93,123,470,345,-136,117.78,-160.53,123,470,345,-136.0,117.78,-160.53,1210.0,네오펙트,0.257004884520965,701.0,1911.0
731,케이엠더블유,500,24052,39821,10.16,606437,25.15,67.76,6829,4270,2103,1367,130.49,621.14,6829,4270,2103,1367.0,130.49,621.14,1212.0,케이엠더블유,1.004720270582691,49.0,1261.0
732,코디,500,472,22629,0.44,186254,-5.49,-22.58,493,759,481,0,143.31,101.11,493,759,481,0.0,143.31,101.11,1217.0,코디,0.2679474751144798,666.0,1883.0
733,인텍플러스,500,1629,12575,2.19,1057698,25.15,28.49,405,421,203,47,151.6,156.56,405,421,203,47.0,151.6,156.56,1221.0,인텍플러스,0.8514945634939757,81.0,1302.0
734,필옵틱스,500,2084,18860,0.24,214004,-19.12,-25.72,1404,1910,1328,-149,152.9,46.36,1404,1910,1328,-149.0,152.9,46.36,1222.0,필옵틱스,0.24232343304556997,742.0,1964.0
735,KD,500,388,78353,2.2,0,-0.84,-9.88,1062,1501,1154,-47,156.31,50.04,1062,1501,1154,-47.0,156.31,50.04,1223.0,KD,0.4710155228549034,296.0,1519.0
736,유비벨록스,500,459,7116,1.31,40641,7.16,8.11,2794,2919,1092,78,157.22,364.4,2794,2919,1092,78.0,157.22,364.4,1224.0,유비벨록스,0.4370102620840508,336.0,1560.0
737,오이솔루션,500,4351,10624,6.41,112960,11.3,44.43,2103,1844,451,583,158.0,24820.19,2103,1844,451,583.0,158.0,24820.19,1225.0,오이솔루션,0.6277320947287489,163.0,1388.0
738,EDGC,100,4467,36173,7.23,1992611,-42.44,-23.31,567,964,486,-86,163.86,-25.51,567,964,486,-86.0,163.86,-25.51,1226.0,EDGC,0.11345992006071474,1144.0,2370.0
739,넥스트사이언스,500,1972,31800,5.38,142523,-7.91,-30.34,350,1294,475,-44,164.59,-7.85,350,1294,475,-44.0,164.59,-7.85,1227.0,넥스트사이언스,0.18455541697964994,932.0,2159.0
740,아이티센,500,1045,19907,0.46,165843,64.81,1.06,15424,3929,2282,241,180.85,189.7,15424,3929,2282,241.0,180.85,189.7,1231.0,아이티센,0.5117221512723477,257.0,1488.0
741,웅진,500,877,79378,0.43,42989,-0.58,-106.55,8199,29110,26366,752,194.22,264.1,8199,29110,26366,752.0,194.22,264.1,1234.0,웅진,1.3664949943721478,25.0,1259.0
742,팬엔터테인먼트,500,536,13743,4.09,15254,29.1,2.41,402,775,297,11,204.41,254.98,402,775,297,11.0,204.41,254.98,1236.0,팬엔터테인먼트,0.07211367883674594,1241.0,2477.0
743,제넨바이오,100,2094,93892,0.3,8719878,-3.72,-154.82,220,900,659,-165,211.9,-593.3,220,900,659,-165.0,211.9,-593.3,1237.0,제넨바이오,0.019185637336187618,1329.0,2566.0
744,상지카일룸,500,881,44249,0.42,728727,-23.14,-11.48,1049,1544,1095,6,238.28,-67.84,1049,1544,1095,6.0,238.28,-67.84,1239.0,상지카일룸,0.29049582459500534,602.0,1841.0
745,올리패스,500,2619,15969,0.26,124287,-5.12,588.12,17,547,359,-215,249.26,-16.0,17,547,359,-215.0,249.26,-16.0,1240.0,올리패스,0.04222576801018462,1300.0,2540.0
746,삼화네트웍스,200,596,43173,0.85,174813,32.86,2.08,542,433,84,2,331.55,104.62,542,433,84,2.0,331.55,104.62,1244.0,삼화네트웍스,0.06381254420501868,1259.0,2503.0
747,서울리거,500,417,34144,1.47,88356,-3.58,-14.44,784,1191,533,-87,347.54,-3917.15,784,1191,533,-87.0,347.54,-3917.15,1245.0,서울리거,0.29517146645235126,591.0,1836.0
748,모비스,100,719,32171,0.85,146988,-28.29,-2.35,121,425,89,-17,386.56,-17.17,121,425,89,-17.0,386.56,-17.17,1249.0,모비스,0.1826248365212303,938.0,2187.0
749,제일파마홀딩스,500,3251,15973,9.58,61318,-3.69,-20.52,7311,8465,3634,90,412.23,-17.74,7311,8465,3634,90.0,412.23,-17.74,1250.0,제일파마홀딩스,0.37673664474496055,418.0,1668.0
750,뉴지랩,500,3440,26259,0.0,698052,-51.98,-5.44,958,1185,513,-1,414.05,98.13,958,1185,513,-1.0,414.05,98.13,1251.0,뉴지랩,0.3954543078398698,397.0,1648.0
751,디오스텍,200,698,144001,2.24,45195585,-34.64,10.08,862,1143,387,29,851.55,146.91,862,1143,387,29.0,851.55,146.91,1254.0,디오스텍,0.27000195282147893,659.0,1913.0
