,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,date,부채비율
626,테이팩스,500,1267,4718,0.92,64860,14.82,7.87,1126,1450,443,83,3.79,9.94,1126,1450,443,83.0,3.79,9.94,2020-08-04,0.30551724137931036
2484,포시에스,500,592,8261,2.03,16519,14.84,3.79,197,528,26,50,9.19,22.78,197,528,26,50.0,9.19,22.78,2020-08-04,0.04924242424242424
1667,인선이엔티,500,3858,38391,3.81,3904419,14.87,8.58,1839,3472,1408,296,4.54,24.16,1839,3472,1408,296.0,4.54,24.16,2020-08-04,0.4055299539170507
192,현대오토에버,500,8295,21000,1.09,33491,14.89,11.71,15718,10267,5117,802,10.31,14.3,15718,10267,5117,802.0,10.31,14.3,2020-08-04,0.49839290932112595
2258,제룡전기,500,883,16062,2.53,99432,14.91,10.4,452,643,82,57,6.4,107.05,452,643,82,57.0,6.4,107.05,2020-08-04,0.12752721617418353
2396,배럴,500,692,7886,0.57,68102,14.96,16.33,599,583,126,85,19.73,26.64,599,583,126,85.0,19.73,26.64,2020-08-04,0.21612349914236706
1611,휴온스,500,5751,9881,13.64,80952,15.03,21.36,3650,3003,1021,484,11.09,6.95,3650,3003,1021,484.0,11.09,6.95,2020-08-04,0.33999333999333997
1638,엘비세미콘,500,4532,43785,1.77,11022243,15.09,24.47,3904,4786,2893,504,41.64,83.74,3904,4786,2893,504.0,41.64,83.74,2020-08-04,0.6044713748432929
793,방림,500,743,42314,0.83,71810,15.13,3.01,1319,2369,470,21,-6.99,12.61,1319,2369,470,21.0,-6.99,12.61,2020-08-04,0.19839594765723934
2534,삼영엠텍,500,545,13000,1.93,264226,15.13,4.57,698,1200,401,31,1.06,270.25,698,1200,401,31.0,1.06,270.25,2020-08-04,0.33416666666666667
1650,티에스이,500,4170,11061,9.08,85829,15.27,10.33,1915,2636,688,207,3.83,39.3,1915,2636,688,207.0,3.83,39.3,2020-08-04,0.26100151745068284
296,대원제약,500,4413,20244,19.85,1307878,15.27,14.05,3178,3275,1233,351,10.88,14.19,3178,3275,1233,351.0,10.88,14.19,2020-08-04,0.3764885496183206
1673,아이센스,500,3791,13737,38.14,107954,15.33,12.35,1898,2700,690,302,9.74,10.11,1898,2700,690,302.0,9.74,10.11,2020-08-04,0.25555555555555554
2588,원풍,500,499,12000,1.61,57288,15.33,2.69,729,831,96,27,6.67,152.93,729,831,96,27.0,6.67,152.93,2020-08-04,0.11552346570397112
2311,베뉴지,500,793,48200,0.52,143143,15.37,1.41,590,5784,2860,60,12.56,194.94,590,5784,2860,60.0,12.56,194.94,2020-08-04,0.49446749654218536
107,제일기획,200,21513,115041,29.44,456540,15.45,15.09,34217,22528,12960,2058,-1.62,13.65,34217,22528,12960,2058.0,-1.62,13.65,2020-08-04,0.5752840909090909
1866,디케이티,500,1976,8231,1.58,574461,15.64,18.32,3377,1145,562,129,40.62,48.45,3377,1145,562,129.0,40.62,48.45,2020-08-04,0.4908296943231441
1718,피앤이솔루션,500,3223,14819,4.42,615406,15.66,21.81,1472,1775,975,178,43.22,51.19,1472,1775,975,178.0,43.22,51.19,2020-08-04,0.5492957746478874
2553,희림,500,530,13922,1.0,63206,15.72,7.01,1786,1616,1068,72,5.36,6.39,1786,1616,1068,72.0,5.36,6.39,2020-08-04,0.6608910891089109
2368,엔에스,500,733,9800,2.66,309582,15.81,14.5,651,1074,752,56,28.45,85.64,651,1074,752,56.0,28.45,85.64,2020-08-04,0.7001862197392924
2715,지란지교시큐리티,500,381,7775,2.84,44559,15.98,6.26,615,992,224,35,13.39,13.57,615,992,224,35.0,13.39,13.57,2020-08-04,0.22580645161290322
2003,초록뱀,500,1431,90843,3.63,12193724,16.07,8.35,485,1865,783,14,-24.04,9.25,485,1865,783,14.0,-24.04,9.25,2020-08-04,0.4198391420911528
1664,다나와,500,3909,13075,14.69,255147,16.19,23.63,1670,1542,445,285,57.06,41.43,1670,1542,445,285.0,57.06,41.43,2020-08-04,0.28858625162127105
1804,켐트로닉스,500,2339,14572,4.25,259485,16.26,18.5,4035,2941,1947,263,19.6,180.05,4035,2941,1947,263.0,19.6,180.05,2020-08-04,0.662019721183271
2323,인지디스플레,500,779,43885,6.25,402303,16.28,2.7,5578,4416,2531,238,8.44,7.66,5578,4416,2531,238.0,8.44,7.66,2020-08-04,0.5731431159420289
1979,플레이디,500,1526,12827,0.21,179171,16.3,17.67,386,973,569,88,11.12,26.45,386,973,569,88.0,11.12,26.45,2020-08-04,0.5847893114080165
1587,포스코 ICT,500,6690,152035,3.55,416187,16.36,11.13,9698,6754,3092,481,4.61,14.16,9698,6754,3092,481.0,4.61,14.16,2020-08-04,0.45780278353568254
157,현대미포조선,5000,12222,39942,12.18,137856,16.38,2.31,29941,33806,10267,926,24.6,30.64,29941,33806,10267,926.0,24.6,30.64,2020-08-04,0.3037034845885346
2039,디아이티,100,1314,18900,0.79,34512,16.39,7.85,1188,2897,1173,132,54.49,126.98,1188,2897,1173,132.0,54.49,126.98,2020-08-04,0.40490162236796684
2196,씨엠에스에듀,500,984,18635,0.26,111609,16.45,15.29,821,1023,636,95,17.07,34.49,821,1023,636,95.0,17.07,34.49,2020-08-04,0.6217008797653959
1629,이녹스첨단소재,500,4903,9502,14.21,71828,16.51,21.1,3493,3374,1568,465,19.18,21.39,3493,3374,1568,465.0,19.18,21.39,2020-08-04,0.46473029045643155
1694,한국기업평가,5000,3523,4541,77.31,8807,16.57,20.96,927,1603,359,316,10.21,24.71,927,1603,359,316.0,10.21,24.71,2020-08-04,0.22395508421709295
1817,뉴트리,500,2232,9073,7.04,73421,16.58,17.94,1251,775,191,120,43.49,20.8,1251,775,191,120.0,43.49,20.8,2020-08-04,0.24645161290322581
2156,파이오링크,500,1063,6856,1.55,242056,16.63,15.59,351,534,147,42,28.37,269.07,351,534,147,42.0,28.37,269.07,2020-08-04,0.2752808988764045
1693,한국정보통신,500,3524,37444,64.36,39963,16.65,12.7,4988,3536,1513,342,12.45,2.03,4988,3536,1513,342.0,12.45,2.03,2020-08-04,0.42788461538461536
2231,한독크린텍,500,925,4091,0.37,43729,16.68,20.38,484,415,103,61,22.04,23.61,484,415,103,61.0,22.04,23.61,2020-08-04,0.24819277108433735
1880,나이스디앤비,500,1933,15400,42.86,43194,16.71,21.19,773,787,186,128,48.6,22.78,773,787,186,128.0,48.6,22.78,2020-08-04,0.2363405336721728
1975,액토즈소프트,500,1530,11331,50.15,895688,16.85,19.76,627,1754,573,257,66.43,2485.36,627,1754,573,257.0,66.43,2485.36,2020-08-04,0.32668187001140253
1592,오이솔루션,500,6502,10624,9.58,273236,16.88,44.43,2103,1844,451,583,158.0,24820.19,2103,1844,451,583.0,158.0,24820.19,2020-08-04,0.2445770065075922
2842,코이즈,500,180,15412,3.28,74489,16.96,-0.21,355,411,219,-19,85.22,74.86,355,411,219,-19.0,85.22,74.86,2020-08-04,0.5328467153284672
289,하나제약,500,4601,16200,1.77,8852701,16.97,13.3,1663,2630,427,336,8.84,0.01,1663,2630,427,336.0,8.84,0.01,2020-08-04,0.1623574144486692
466,한국주철관,500,2143,22800,1.03,223602,17.03,4.73,4372,3567,786,156,4.76,135.85,4372,3567,786,156.0,4.76,135.85,2020-08-04,0.22035323801513879
1733,신흥에스이씨,2500,2978,6769,1.53,126697,17.11,17.29,2395,3354,2339,202,11.19,42.85,2395,3354,2339,202.0,11.19,42.85,2020-08-04,0.697376267143709
2470,디스플레이텍,500,607,18692,1.76,29470,17.17,3.61,436,1680,183,66,-23.94,83.59,436,1680,183,66.0,-23.94,83.59,2020-08-04,0.10892857142857143
721,고려산업,1000,928,24939,1.33,473203,17.22,4.75,1925,2065,1107,58,21.48,0.05,1925,2065,1107,58.0,21.48,0.05,2020-08-04,0.5360774818401937
1842,케이엠,500,2082,10282,1.54,791578,17.25,8.15,1276,1322,478,72,7.82,39.06,1276,1322,478,72.0,7.82,39.06,2020-08-04,0.3615733736762481
1800,게임빌,500,2374,6595,6.43,33581,17.27,5.54,1199,3993,1445,-171,6.54,2.92,1199,3993,1445,-171.0,6.54,2.92,2020-08-04,0.3618832957675933
2141,선광,1000,1092,6600,2.1,6479,17.4,1.65,1450,7100,4030,243,6.91,53.9,1450,7100,4030,243.0,6.91,53.9,2020-08-04,0.5676056338028169
2688,포메탈,500,406,11847,7.07,232910,17.5,5.0,516,627,180,21,-7.01,0.05,516,627,180,21.0,-7.01,0.05,2020-08-04,0.28708133971291866
2241,유아이엘,500,905,21785,8.2,43831,17.61,4.92,4085,2116,419,89,-3.57,5.88,4085,2116,419,89.0,-3.57,5.88,2020-08-04,0.19801512287334594
2644,딜리,100,445,29350,15.92,20566,17.62,3.66,405,638,62,8,-7.63,758.53,405,638,62,8.0,-7.63,758.53,2020-08-04,0.09717868338557993
44,한온시스템,100,52526,533800,20.72,1186733,17.7,14.98,71542,70824,47449,4838,20.49,11.54,71542,70824,47449,4838.0,20.49,11.54,2020-08-04,0.6699565119168643
2767,빛샘전자,500,320,6000,5.7,37152,17.86,3.46,464,666,90,19,-2.03,17.03,464,666,90,19.0,-2.03,17.03,2020-08-04,0.13513513513513514
2502,수산아이앤티,500,577,6751,0.59,62419,17.94,3.9,160,795,34,28,-1.65,5.27,160,795,34,28.0,-1.65,5.27,2020-08-04,0.042767295597484274
551,SIMPAC,500,1570,65430,7.87,29969,18.05,2.17,4301,6791,2380,111,40.48,9.33,4301,6791,2380,111.0,40.48,9.33,2020-08-04,0.3504638492121926
1676,경동제약,500,3757,26550,10.11,11625252,18.07,9.18,1765,2876,527,246,-1.57,20.48,1765,2876,527,246.0,-1.57,20.48,2020-08-04,0.18324061196105704
553,한라,5000,1541,38875,2.55,898603,18.11,0.97,13049,15882,13271,677,0.4,13.06,13049,15882,13271,677.0,0.4,13.06,2020-08-04,0.8356000503714898
2024,엑셈,100,1362,33882,1.26,734834,18.11,7.47,345,860,142,63,6.48,40.51,345,860,142,63.0,6.48,40.51,2020-08-04,0.16511627906976745
1767,동구바이오제약,500,2593,9604,2.26,276894,18.13,19.15,1252,1327,471,65,19.46,13.8,1252,1327,471,65.0,19.46,13.8,2020-08-04,0.3549359457422758
120,한솔케미칼,5000,17846,11295,30.14,98816,18.13,20.88,5876,9392,4186,1114,0.97,19.05,5876,9392,4186,1114.0,0.97,19.05,2020-08-04,0.4456984667802385
2023,제로투세븐,500,1364,20033,1.21,47458,18.16,13.7,2136,1277,549,112,36.67,429.86,2136,1277,549,112.0,36.67,429.86,2020-08-04,0.42991386061080655
225,종근당홀딩스,2500,6964,5010,14.75,759615,18.19,10.03,7206,10747,3347,862,35.69,60.4,7206,10747,3347,862.0,35.69,60.4,2020-08-04,0.31143574951149156
1707,프로텍,500,3300,11000,6.48,440974,18.23,19.94,1798,2325,249,460,16.74,43.19,1798,2325,249,460.0,16.74,43.19,2020-08-04,0.10709677419354839
1744,동성화인텍,500,2847,26984,3.49,799311,18.28,19.99,2533,2631,1682,269,34.63,415.83,2533,2631,1682,269.0,34.63,415.83,2020-08-04,0.6393006461421513
746,신영와코루,5000,862,900,26.52,813,18.29,1.24,1762,3390,296,14,2.78,89.6,1762,3390,296,14.0,2.78,89.6,2020-08-04,0.08731563421828908
55,LG이노텍,5000,39524,23667,32.72,191782,18.31,4.73,83021,57708,35662,4031,4.01,52.98,83021,57708,35662,4031.0,4.01,52.98,2020-08-04,0.6179732446107992
278,한독,500,5037,13764,3.74,208124,18.31,10.78,4730,7487,4047,275,5.88,24.39,4730,7487,4047,275.0,5.88,24.39,2020-08-04,0.5405369306798451
1579,서진시스템,500,7005,18101,8.48,256765,18.36,20.25,3924,5630,2961,544,20.88,47.54,3924,5630,2961,544.0,20.88,47.54,2020-08-04,0.5259325044404973
1654,비츠로셀,500,4136,21539,31.91,76498,18.41,15.34,1334,1640,225,253,18.51,29.0,1334,1640,225,253.0,18.51,29.0,2020-08-04,0.13719512195121952
445,대성홀딩스,1000,2293,16089,1.9,88298,18.43,3.24,9186,11358,5960,239,0.96,29.43,9186,11358,5960,239.0,0.96,29.43,2020-08-04,0.5247402711745025
1686,이노와이어리스,500,3618,6738,4.18,103221,18.46,17.77,968,1210,401,153,51.24,6045.91,968,1210,401,153.0,51.24,6045.91,2020-08-04,0.33140495867768593
973,코아스,500,354,30907,2.29,170993,18.47,8.97,1129,773,520,31,3.94,150.06,1129,773,520,31.0,3.94,150.06,2020-08-04,0.6727037516170763
386,아이마켓코리아,500,2973,35393,11.73,66072,18.54,4.31,29238,10969,6703,520,-0.39,43.75,29238,10969,6703,520.0,-0.39,43.75,2020-08-04,0.6110857872185249
174,신세계인터내셔날,5000,10424,7140,4.23,25249,18.67,12.98,14250,11289,5296,845,12.86,52.17,14250,11289,5296,845.0,12.86,52.17,2020-08-04,0.4691292408539286
1776,세틀뱅크,500,2539,9267,5.32,68514,18.69,15.54,656,1692,586,134,14.69,2.0,656,1692,586,134.0,14.69,2.0,2020-08-04,0.3463356973995272
139,효성,5000,14181,21071,6.39,121975,18.7,4.25,33734,65271,38168,2368,12.36,52.84,33734,65271,38168,2368.0,12.36,52.84,2020-08-04,0.5847619923089887
1934,제이엔케이히터,500,1723,22823,2.07,2427598,18.88,10.11,2255,1767,877,173,49.89,254.78,2255,1767,877,173.0,49.89,254.78,2020-08-04,0.49632144878324846
2236,나인테크,100,919,37127,0.1,971362,18.89,71.24,752,468,370,65,50.48,256.96,752,468,370,65.0,50.48,256.96,2020-08-04,0.7905982905982906
1643,KG모빌리언스,500,4368,38826,3.52,960786,18.97,8.18,1922,4507,2132,348,-5.3,57.38,1922,4507,2132,348.0,-5.3,57.38,2020-08-04,0.47304193476813844
2179,케이엔제이,500,1021,6305,0.54,215703,18.97,26.22,563,586,318,38,10.18,319.18,563,586,318,38.0,10.18,319.18,2020-08-04,0.5426621160409556
2346,현대공업,500,749,15340,2.61,1812936,19.16,4.1,1667,1417,398,34,5.12,681.39,1667,1417,398,34.0,5.12,681.39,2020-08-04,0.28087508821453777
232,경동나비엔,1000,6535,12740,10.05,51430,19.26,9.59,7743,6098,3088,448,6.54,9.86,7743,6098,3088,448.0,6.54,9.86,2020-08-04,0.5063955395211545
2386,NHN벅스,500,702,14828,0.38,12106,19.33,6.9,848,996,295,70,-5.36,18.24,848,996,295,70.0,-5.36,18.24,2020-08-04,0.2961847389558233
1998,힘스,500,1448,11312,0.55,190900,19.48,14.9,851,867,260,77,139.92,550.77,851,867,260,77.0,139.92,550.77,2020-08-04,0.29988465974625145
1681,위닉스,500,3691,17873,3.64,857776,19.5,29.85,3862,2763,1230,514,16.84,149.83,3862,2763,1230,514.0,16.84,149.83,2020-08-04,0.44516829533116176
2042,엠투아이,100,1310,8399,0.49,664317,19.5,16.2,247,430,58,67,10.47,28.56,247,430,58,67.0,10.47,28.56,2020-08-04,0.13488372093023257
791,대원화성,500,749,41249,2.81,180761,19.52,5.56,1331,1305,511,67,16.08,28.75,1331,1305,511,67.0,16.08,28.75,2020-08-04,0.39157088122605366
302,율촌화학,500,4241,24800,5.21,163836,19.54,5.37,5066,6065,2645,258,3.44,45.39,5066,6065,2645,258.0,3.44,45.39,2020-08-04,0.4361088211046991
2793,이퓨쳐,500,274,4769,2.5,92188,19.56,9.72,107,231,47,10,8.73,227.38,107,231,47,10.0,8.73,227.38,2020-08-04,0.20346320346320346
1945,아주IB투자,500,1650,118714,0.36,1473492,19.58,10.07,641,3139,1464,217,-12.04,45.22,641,3139,1464,217.0,-12.04,45.22,2020-08-04,0.46639057024530106
586,핸즈코퍼레이션,500,1425,21863,0.27,29140,19.64,2.13,6177,8511,5268,187,2.79,77.95,6177,8511,5268,187.0,2.79,77.95,2020-08-04,0.6189636940430032
2511,케이엘넷,500,568,24155,3.3,133533,19.75,10.41,385,449,84,41,-8.59,1.16,385,449,84,41.0,-8.59,1.16,2020-08-04,0.1870824053452116
2680,제너셈,500,417,8769,1.03,305843,19.79,16.48,370,484,275,30,30.6,154.93,370,484,275,30.0,30.6,154.93,2020-08-04,0.5681818181818182
226,서흥,500,6791,11569,12.78,35685,19.82,11.15,4607,7089,3799,474,17.09,20.6,4607,7089,3799,474.0,17.09,20.6,2020-08-04,0.5359006912117364
1741,이크레더블,500,2878,12044,16.03,16636,19.85,26.81,409,626,89,167,9.88,9.18,409,626,89,167.0,9.88,9.18,2020-08-04,0.14217252396166133
1508,SK머티리얼즈,500,25610,10548,15.61,70636,20.02,30.22,7722,16158,10955,2148,12.36,17.42,7722,16158,10955,2148.0,12.36,17.42,2020-08-04,0.6779923257828939
215,동원산업,5000,7410,3678,7.11,48937,20.13,4.45,26826,29860,19076,1936,9.74,8.94,26826,29860,19076,1936.0,9.74,8.94,2020-08-04,0.6388479571332887
279,광동제약,1000,4959,52421,24.43,950551,20.13,5.57,12383,7928,3453,418,4.92,23.15,12383,7928,3453,418.0,4.92,23.15,2020-08-04,0.4355449041372351
1905,메디아나,500,1830,8650,2.29,834513,20.2,12.68,484,648,78,77,3.36,121.65,484,648,78,77.0,3.36,121.65,2020-08-04,0.12037037037037036
419,모토닉,500,2508,33000,13.26,37728,20.21,2.8,2076,4409,330,97,6.34,63.88,2076,4409,330,97.0,6.34,63.88,2020-08-04,0.07484690405987753
1683,노바렉스,500,3678,9004,2.78,115777,20.36,17.23,1591,1544,625,163,48.26,43.86,1591,1544,625,163.0,48.26,43.86,2020-08-04,0.40479274611398963
2446,한라IMS,500,624,11745,0.29,16383,20.42,5.54,484,1128,319,12,47.09,515.45,484,1128,319,12.0,47.09,515.45,2020-08-04,0.2828014184397163
1651,디오,500,4168,15524,17.61,72802,20.42,16.97,1272,2732,1295,348,39.68,330.04,1272,2732,1295,348.0,39.68,330.04,2020-08-04,0.4740117130307467
1976,옵트론텍,500,1529,23676,3.29,1305448,20.51,9.79,2389,2802,1826,223,66.39,65.29,2389,2802,1826,223.0,66.39,65.29,2020-08-04,0.6516773733047823
2456,KMH하이텍,500,617,46885,6.48,837586,20.55,3.45,590,754,118,52,-3.42,25.25,590,754,118,52.0,-3.42,25.25,2020-08-04,0.15649867374005305
2579,세중,500,505,18122,2.15,101111,20.63,2.73,1532,1248,389,39,19.85,496.43,1532,1248,389,39.0,19.85,496.43,2020-08-04,0.31169871794871795
38,한국조선해양,5000,61643,70773,16.73,232583,20.77,1.4,151826,250554,121291,2902,15.36,160.28,151826,250554,121291,2902.0,15.36,160.28,2020-08-04,0.48409125378161993
2221,정상제이엘에스,500,944,15678,1.45,41849,20.83,12.2,936,1108,468,134,7.44,23.03,936,1108,468,134.0,7.44,23.03,2020-08-04,0.4223826714801444
571,DB,500,1487,201174,2.68,1190183,21.11,2.53,2385,3632,1522,185,0.59,1040.94,2385,3632,1522,185.0,0.59,1040.94,2020-08-04,0.41905286343612336
2277,케이사인,100,847,64671,2.11,486783,21.13,7.0,260,669,107,38,9.79,97.63,260,669,107,38.0,9.79,97.63,2020-08-04,0.15994020926756353
2393,메타바이오메드,500,694,23862,4.99,442211,21.24,6.48,594,1033,484,58,12.94,3188.74,594,1033,484,58.0,12.94,3188.74,2020-08-04,0.46853823814133594
2335,코맥스,500,766,14992,1.34,896059,21.38,5.68,1431,1102,406,64,-0.9,16.84,1431,1102,406,64.0,-0.9,16.84,2020-08-04,0.3684210526315789
585,이아이디,200,1428,553343,0.34,5601294,21.5,0.44,1410,2053,673,15,16.22,143.08,1410,2053,673,15.0,16.22,143.08,2020-08-04,0.3278129566488066
1891,오텍,500,1870,15392,11.4,249028,21.54,7.58,9523,5380,3479,305,3.66,2.41,9523,5380,3479,305.0,3.66,2.41,2020-08-04,0.6466542750929368
1753,SNK,0,2738,21062,77.62,109961,21.63,15.59,1021,3210,174,464,50.29,25.07,1021,3210,174,464.0,50.29,25.07,2020-08-04,0.05420560747663551
718,동방아그로,500,934,13618,28.99,67371,21.71,4.79,1246,1940,569,78,2.92,14.18,1246,1940,569,78.0,2.92,14.18,2020-08-04,0.29329896907216496
1869,태광,500,1964,26500,15.1,202883,21.79,2.53,1898,4831,457,87,19.61,115.5,1898,4831,457,87.0,19.61,115.5,2020-08-04,0.09459739184433864
695,유유제약,1000,1019,6369,1.28,888424,21.8,5.41,909,1377,472,81,9.36,51.57,909,1377,472,81.0,9.36,51.57,2020-08-04,0.3427741466957153
1716,케이아이엔엑스,500,3235,4880,28.44,102765,22.06,20.1,646,1049,203,165,14.8,25.09,646,1049,203,165.0,14.8,25.09,2020-08-04,0.19351763584366063
370,삼천리,5000,3163,4055,17.15,14958,22.14,2.98,34616,39124,25194,856,0.16,1.95,34616,39124,25194,856.0,0.16,1.95,2020-08-04,0.6439525610878233
2443,하이로닉,100,625,14100,2.57,35227,22.26,7.4,201,469,53,26,-0.98,9314.75,201,469,53,26.0,-0.98,9314.75,2020-08-04,0.11300639658848614
2809,한국정보공학,500,245,8018,0.97,19385,22.26,4.53,1617,851,444,10,-8.18,161.67,1617,851,444,10.0,-8.18,161.67,2020-08-04,0.5217391304347826
1540,티씨케이,500,10823,11675,61.09,38370,22.35,23.15,1714,2509,304,592,0.5,0.16,1714,2509,304,592.0,0.5,0.16,2020-08-04,0.12116381028298127
2237,칩스앤미디어,500,918,9640,1.58,400305,22.45,14.91,161,359,38,36,14.14,77.7,161,359,38,36.0,14.14,77.7,2020-08-04,0.10584958217270195
1794,가비아,500,2403,13536,13.75,858472,22.47,15.73,1483,1999,650,237,15.21,30.5,1483,1999,650,237.0,15.21,30.5,2020-08-04,0.32516258129064535
1589,네오위즈,500,6618,21915,22.84,438652,22.6,7.78,2545,3980,691,326,18.1,44.39,2545,3980,691,326.0,18.1,44.39,2020-08-04,0.17361809045226131
1973,와이엠티,500,1533,7405,0.8,155527,22.6,18.6,955,1639,735,221,30.75,50.56,955,1639,735,221.0,30.75,50.56,2020-08-04,0.448444173276388
236,동아쏘시오홀딩스,5000,6507,6138,14.14,34041,22.64,2.67,7697,13586,6117,528,8.79,4.5,7697,13586,6117,528.0,8.79,4.5,2020-08-04,0.45024289709995585
368,한솔테크닉스,5000,3211,32110,11.37,2145007,22.73,2.79,9722,4953,2335,255,15.48,63.67,9722,4953,2335,255.0,15.48,63.67,2020-08-04,0.4714314556834242
1527,동국제약,2500,13507,8892,29.28,43833,22.76,16.66,4823,5444,1590,686,20.33,24.44,4823,5444,1590,686.0,20.33,24.44,2020-08-04,0.2920646583394563
1888,쎄트렉아이,500,1890,7268,2.82,154655,22.83,11.74,702,963,318,92,52.23,65.14,702,963,318,92.0,52.23,65.14,2020-08-04,0.3302180685358255
22,삼성에스디에스,500,129608,77378,12.46,124605,22.87,11.76,107196,90212,22961,9901,6.83,12.85,107196,90212,22961,9901.0,6.83,12.85,2020-08-04,0.2545226799095464
2084,제이씨케미칼,500,1202,22268,0.82,189943,22.88,13.79,2024,2370,1462,130,11.65,43.71,2024,2370,1462,130.0,11.65,43.71,2020-08-04,0.6168776371308017
348,조광피혁,5000,3557,6649,0.46,3302,22.9,5.66,1082,2958,208,158,-15.22,5.81,1082,2958,208,158.0,-15.22,5.81,2020-08-04,0.07031778228532792
43,오리온,500,54362,39536,43.6,101806,22.9,14.24,20233,24523,7848,3276,5.0,16.09,20233,24523,7848,3276.0,5.0,16.09,2020-08-04,0.32002609794886433
2177,지엔씨에너지,500,1027,16296,1.11,1737922,22.99,8.65,1683,1424,494,91,33.55,39.0,1683,1424,494,91.0,33.55,39.0,2020-08-04,0.34691011235955055
1788,대화제약,500,2479,18225,4.48,336930,23.01,13.5,1146,1661,821,62,4.06,19.71,1146,1661,821,62.0,4.06,19.71,2020-08-04,0.4942805538832029
1844,갤럭시아컴즈,500,2079,39230,0.81,972894,23.14,10.04,856,2404,1490,87,5.13,15.63,856,2404,1490,87.0,5.13,15.63,2020-08-04,0.6198003327787022
1574,아프리카TV,500,7437,11495,36.0,147343,23.21,32.52,1679,2285,1068,367,32.57,35.4,1679,2285,1068,367.0,32.57,35.4,2020-08-04,0.4673960612691466
2770,동일기연,500,314,3407,0.41,3734,23.22,5.3,290,584,61,9,7.51,167.42,290,584,61,9.0,7.51,167.42,2020-08-04,0.10445205479452055
1823,성광벤드,500,2214,28600,14.36,567043,23.24,1.41,2024,5020,628,70,19.1,148.06,2024,5020,628,70.0,19.1,148.06,2020-08-04,0.1250996015936255
517,동성코퍼레이션,1000,1742,43993,2.16,56053,23.43,2.0,8498,8505,4321,518,4.52,566.34,8498,8505,4321,518.0,4.52,566.34,2020-08-04,0.5080540858318636
130,대웅,500,15524,58142,7.47,1051440,23.52,10.43,13657,16682,6419,1075,10.92,20.55,13657,16682,6419,1075.0,10.92,20.55,2020-08-04,0.38478599688286774
197,보령제약,500,8048,47620,9.32,905953,23.57,11.96,5243,5076,2247,391,13.87,56.53,5243,5076,2247,391.0,13.87,56.53,2020-08-04,0.4426713947990544
2333,아이앤씨,500,768,17614,0.98,188489,23.83,11.21,456,725,173,43,45.57,135.31,456,725,173,43.0,45.57,135.31,2020-08-04,0.2386206896551724
2290,티라유텍,100,823,5434,0.25,37743,23.93,14.72,285,348,64,22,25.33,29.54,285,348,64,22.0,25.33,29.54,2020-08-04,0.1839080459770115
2217,브레인콘텐츠,500,952,158418,2.22,603313,24.04,0.85,1106,2624,1042,91,34.91,2522.62,1106,2624,1042,91.0,34.91,2522.62,2020-08-04,0.39710365853658536
2224,케이프,500,939,28662,0.35,172142,24.08,4.49,3515,19497,17572,166,38.03,15.35,3515,19497,17572,166.0,38.03,15.35,2020-08-04,0.9012668615684464
2246,피씨디렉트,500,897,7669,0.81,1073163,24.17,10.89,2786,676,315,57,16.06,20.19,2786,676,315,57.0,16.06,20.19,2020-08-04,0.46597633136094674
1750,우주일렉트로,500,2782,9934,5.45,181518,24.22,6.37,1910,2515,619,159,2.36,2077.24,1910,2515,619,159.0,2.36,2077.24,2020-08-04,0.24612326043737576
1760,미투온,500,2638,31258,5.2,4036824,24.32,15.94,1191,1751,764,405,20.58,37.2,1191,1751,764,405.0,20.58,37.2,2020-08-04,0.43632210165619645
218,롯데제과,500,7219,6417,16.81,6813,24.35,3.19,20930,27162,14154,973,23.52,51.19,20930,27162,14154,973.0,23.52,51.19,2020-08-04,0.5210956483322289
2169,에이티넘인베스트,500,1042,48000,3.14,20099531,24.38,8.7,214,841,44,85,25.26,6.35,214,841,44,85.0,25.26,6.35,2020-08-04,0.052318668252080855
1548,클래시스,100,9706,64709,2.11,351015,24.39,48.06,811,1137,257,417,70.87,138.66,811,1137,257,417.0,70.87,138.66,2020-08-04,0.2260334212840809
1836,이엔드디,500,2123,9353,1.01,1129679,24.43,83.76,583,381,277,98,107.54,1204.7,583,381,277,98.0,107.54,1204.7,2020-08-04,0.7270341207349081
1575,케어젠,500,7305,10743,5.37,22606,24.53,13.31,647,2318,150,354,26.34,79.17,647,2318,150,354.0,26.34,79.17,2020-08-04,0.06471095772217429
1708,미스터블루,100,3297,24515,3.79,872946,24.68,32.13,639,623,194,139,106.25,250.64,639,623,194,139.0,106.25,250.64,2020-08-04,0.3113964686998395
1723,레이,500,3160,6653,11.73,70253,24.9,27.58,731,767,191,129,41.87,112.66,731,767,191,129.0,41.87,112.66,2020-08-04,0.24902216427640156
2234,램테크놀러지,500,923,11607,0.41,1796132,24.92,11.64,434,670,314,45,33.09,111.29,434,670,314,45.0,33.09,111.29,2020-08-04,0.46865671641791046
1845,파세코,500,2072,14000,0.27,237800,25.13,11.86,1804,1114,356,108,20.75,103.01,1804,1114,356,108.0,20.75,103.01,2020-08-04,0.31956912028725315
1908,엠에스오토텍,500,1821,34285,1.13,774290,25.17,13.84,12744,10081,7958,667,42.88,143.6,12744,10081,7958,667.0,42.88,143.6,2020-08-04,0.7894058129153854
